Feature,Importance
INF_sk,0.18676407184362961
SUP_sk,0.13391533151042082
SUP_sd,0.0928175023818243
INC_sd,0.06510365114805991
IND_sd,0.06475760913268419
INF_kr,0.05498112028765382
SUP_kr,0.048351314789294116
SUP_r1,0.04364177516658054
INF_sd,0.041922374335925036
INF_avg,0.04168216457856669
INF_r1,0.032641616652925476
IND_r1,0.02623690035602023
IND_kr,0.025719225943322807
INC_r1,0.025211576363019544
IND_sk,0.024818520495236803
INC_kr,0.02447226460387589
INC_sk,0.02426201361131911
SUP_avg,0.022100303651012582
IND_avg,0.010389600914507297
INC_avg,0.010211062234121111
