Instance,SBS_Prediction
0,0.7258112249669998
1,0.7877001804849993
10,0.7756579308649996
100,0.7723819360934999
101,0.7860469536240008
102,0.7898511780955003
103,0.7594414352115004
104,0.7375929999635004
105,0.7294864524350004
106,0.7296631242970002
107,0.7207256815034999
108,0.7137048909919996
109,0.7511661826484998
11,0.7726151613489995
110,0.7670045160130001
111,0.7730620212975002
112,0.7720226292149998
113,0.7529413078804998
114,0.743076035883
115,0.7469947734514993
116,0.7419739103694998
117,0.7344428269244999
118,0.7358481300559997
119,0.7392670118464996
12,0.7402887984325001
120,0.7330855447044999
121,0.7427977693159998
122,0.7442931594025005
123,0.7547224691379999
124,0.7535581127395002
125,0.7766236578685002
126,0.7556039754279996
127,0.7638559344795003
128,0.7733085707710003
129,0.7595070924560003
13,0.7836107983540005
130,0.773304264683
131,0.7581260861715005
132,0.7566292801305002
133,0.7428057651129997
134,0.7625697773525003
135,0.7740037339784999
136,0.7983915776350001
137,0.7993234833714997
138,0.7739973299619995
139,0.7711408744974995
14,0.7727420167329997
140,0.8003605288139998
141,0.8139831292195007
142,0.8185638361134998
143,0.7992157959886996
144,0.8021619617857497
145,0.8008185086852498
146,0.8166237716929998
147,0.8182992493812997
148,0.821519494368
149,0.8035709999213502
15,0.8052151563784495
150,0.8077985254094
151,0.8095060266182997
152,0.8074754971963497
153,0.8100534479237997
154,0.8131285848661496
155,0.8221682323461001
156,0.8140044035750498
157,0.8220942578870001
158,0.8075973286681496
159,0.8117104879621503
16,0.8138154166943997
160,0.7984855859623496
161,0.8049057154497496
162,0.8181182164582498
163,0.8121165189867
164,0.8139750862329997
